GAUGE	type	tone_sgn	base_x	base_y	head_x	head_y	plot_CD	draw_CD	wafer_CD	cost_wt	GroupName	Mask_size	CD	range_min	range_max	check_status	Model Error	Model CD	Error %	Through Cond. Error	ADI Model CD	ILS Result (1/um)	AI_CD	Gauge Center X	Gauge Center Y	Spec_error
Site_R12_C5	1D	1	1566054	6829113	1566054	6829017	600	96	80.64	1	pw_ln	1D	100	-2	2	1	-0.03	80.61	0.03	0.03	0	38.206	89.26	0	0	0
Site_R12_C6	1D	1	1566054	6824877.3	1566054	6824972.8	1300	95.5	79.72	1	pw_ln	1D	100	-2	2	1	-0.5	79.22	0.62	0.5	0	38.2927	87.78	0	0	0
Site_R13_C1	1D	1	1570550	6846125	1570550	6845125	240	59.9	140.76	1	pw_ln	vrf	150	-2	2	1	0.72	141.48	0.51	0.72	0	31.4849	140.14	0	0	0
Site_R13_C2	1D	1	1570550	6841985	1570550	6840985	300	59.5	133.1	1	pw_ln	vrf	150	-2	2	1	-1.67	131.43	1.26	1.67	0	41.7525	137.53	0	0	0
Site_R13_C3	1D	1	1570550	6837845	1570550	6836845	350	64	130.8	1	pw_ln	vrf	150	-2	2	1	-1.7	129.1	1.3	1.7	0	45.0647	137.5	0	0	0
Site_R13_C4	1D	1	1570550	6833705	1570550	6832705	450	66.5	128.67	1	pw_ln	vrf	150	-2	2	1	-0.79	127.88	0.62	0.79	0	43.1858	137.05	0	0	0
Site_R13_C6	1D	1	1570550	6825425	1570550	6824425	1350	79	125.29	1	pw_ln	vrf	150	-2	2	1	-1.08	124.21	0.86	1.08	0	44.3965	133.2	0	0	0
Site_R7_C2	1D	1	1543554	6841512.7	1543554	6841457.3	121	55.4	59.88	1	pw_ln	pw	56	-2	2	1	1.86	61.74	3.1	3.07	0	26.9656	57.29	0	0	0
Site_R7_C3	1D	1	1543554	6837316.6	1543554	6837373.4	126	56.8	59.63	1	pw_ln	pw	56	-2	2	1	1.71	61.34	2.86	2.16	0	27.0932	57.36	0	0	0
Site_R7_C4	1D	1	1543554	6833234	1543554	6833176	131	58	58.78	1	pw_ln	pw	56	-2	2	1	1.71	60.49	2.91	2.73	0	27.2499	57.12	0	0	0
Site_R7_C5	1D	1	1543554	6829035.3	1543554	6829094.6	136	59.3	58.92	1	pw_ln	pw	56	-2	2	1	1.17	60.09	1.98	2.3	0	26.949	57.22	0	0	0
Site_R7_C6	1D	1	1543554	6824955.8	1543554	6824894.2	146	61.6	58.6	1	pw_ln	pw	56	-2	2	1	-0.06	58.54	0.11	0.93	0	26.0841	56.9	0	0	0
Site_R8_C1	1D	1	1548054	6845653.2	1548054	6845596.8	120	56.4	63.23	1	pw_ln	pw	60	-2	2	1	2.4	65.63	3.79	3.38	0	24.9759	60.35	0	0	0.398866
Site_R8_C2	1D	1	1548054	6841513.9	1548054	6841456.1	125	57.8	63.42	1	pw_ln	pw	60	-2	2	1	1.72	65.14	2.71	2.56	0	25.4978	60.26	0	0	0
Site_R8_C3	1D	1	1548054	6837315.4	1548054	6837374.6	130	59.2	63.84	1	pw_ln	pw	60	-2	2	1	0.85	64.69	1.33	2.44	0	25.8109	60.28	0	0	0
Site_R8_C4	1D	1	1548054	6833235.3	1548054	6833174.7	135	60.6	63.86	1	pw_ln	pw	60	-2	2	1	0.68	64.54	1.07	2.18	0	25.722	60.53	0	0	0
Site_R8_C5	1D	1	1548054	6829095.9	1548054	6829034.1	140	61.8	63.36	1	pw_ln	pw	60	-2	2	1	0.46	63.82	0.73	1.49	0	25.6135	60.37	0	0	0
Site_R8_C6	1D	1	1548054	6824893	1548054	6824957	150	64	61.93	1	pw_ln	pw	60	-2	2	1	-0.04	61.89	0.06	0.62	0	25.0751	59.75	0	0	0
Site_R9_C1	1D	1	1552554	6845655.1	1552554	6845595.8	125	59.3	67.6	1	pw_ln	pw	65	-2	2	1	2.06	69.66	3.04	3.24	0	23.325	63.93	0	0	0.0569801
Site_R9_C2	1D	1	1552554	6841516.6	1552554	6841454.3	135	62.3	67.96	1	pw_ln	pw	65	-2	2	1	1.48	69.44	2.18	2.41	0	23.9991	64.34	0	0	0
Site_R9_C3	1D	1	1552554	6837377.8	1552554	6837313.1	145	64.7	67.86	1	pw_ln	pw	65	-2	2	1	-0.13	67.73	0.2	1.1	0	24.3089	63.79	0	0	0
Site_R9_C4	1D	1	1552554	6833239	1552554	6833171.8	155	67.2	67.49	1	pw_ln	pw	65	-2	2	1	-1	66.49	1.48	0.78	0	23.9394	63.68	0	0	0
Site_R9_C6	1D	1	1552554	6824966.3	1552554	6824884.6	215	81.7	57.44	1	pw_ln	pw	65	-2	2	1	-0.19	57.25	0.34	0.89	0	37.8523	63.27	0	0	0
Site_R14_C1	1D	-1	1575054	6845587.2	1575054	6845662.8	180	75.6	75.42	1	pw_sp	1D	90	-2	2	1	-0.89	74.53	1.19	0.89	0	23.0362	78.65	0	0	0
Site_R14_C2	1D	-1	1575054	6841521.7	1575054	6841448.3	240	73.4	75.66	1	pw_sp	1D	90	-2	2	1	-1.22	74.44	1.61	1.22	0	31.4609	75.79	0	0	0
Site_R14_C3	1D	-1	1575054	6837382.1	1575054	6837307.9	290	74.2	73.71	1	pw_sp	1D	90	-2	2	1	-0.59	73.12	0.8	0.59	0	27.8831	75.47	0	0	0
Site_R14_C4	1D	-1	1575054	6833243.4	1575054	6833166.6	390	76.8	74.88	1	pw_sp	1D	90	-2	2	1	-1.15	73.73	1.53	1.15	0	28.7491	76.09	0	0	0
Site_R14_C5	1D	-1	1575054	6829102.4	1575054	6829027.6	590	74.8	73.14	1	pw_sp	1D	90	-2	2	1	-1.16	71.98	1.59	1.16	0	30.1776	74.05	0	0	0
Site_R14_C6	1D	-1	1575054	6824887.4	1575054	6824962.6	1290	75.2	72.28	1	pw_sp	1D	90	-2	2	1	-0.31	71.97	0.43	0.31	0	29.9539	74.1	0	0	0
Site_R15_C1	1D	-1	1579550	6846125	1579550	6845125	240	151	139.29	1	pw_sp	vrf	150	-3.02	3.02	1	-1.46	137.83	1.05	1.46	0	36.4537	131.41	0	0	0
Site_R15_C2	1D	-1	1579550	6841985	1579550	6840985	300	170	138.24	1	pw_sp	vrf	150	-3.4	3.4	1	0.37	138.61	0.27	0.37	0	41.878	132.5	0	0	0
Site_R15_C3	1D	-1	1579550	6837845	1579550	6836845	350	188	138.23	1	pw_sp	vrf	150	-3.76	3.76	1	0.37	138.6	0.27	0.37	0	35.8388	132.43	0	0	0
Site_R15_C4	1D	-1	1579550	6833705	1579550	6832705	450	215	138.69	1	pw_sp	vrf	150	-4.3	4.3	1	-0.43	138.26	0.31	0.43	0	38.8304	131.6	0	0	0
Site_R15_C5	1D	-1	1579550	6829565	1579550	6828565	650	260	137.29	1	pw_sp	vrf	150	-5.2	5.2	1	-0.38	136.91	0.28	0.38	0	40.5749	130.35	0	0	0
Site_R15_C6	1D	-1	1579550	6825425	1579550	6824425	1350	305	136.98	1	pw_sp	vrf	150	-6.1	6.1	1	0.04	137.02	0.03	0.04	0	40.8482	130.52	0	0	0
Site_R69_C1	1D	-1	1822554	6845671.2	1822554	6845578.8	191	92.4	106.55	1	sppitch_2x	1D	120	-2	2	1	1.49	108.04	1.4	1.49	0	30.1501	105.14	0	0	0
Site_R69_C2	1D	-1	1822554	6841531.4	1822554	6841438.6	200	92.8	108.56	1	sppitch_2x	1D	120	-2	2	1	-1.39	107.17	1.28	1.39	0	30.9762	104.6	0	0	0
Site_R69_C3	1D	-1	1822554	6837298.2	1822554	6837391.8	210	93.6	108.06	1	sppitch_2x	1D	120	-2	2	1	-1.8	106.26	1.66	1.8	0	31.8364	103.42	0	0	0
Site_R69_C4	1D	-1	1822554	6833252.5	1822554	6833157.5	220	95	109.63	1	sppitch_2x	1D	120	-2	2	1	-2.33	107.3	2.13	2.33	0	33.2321	103.91	0	0	0.141599
Site_R69_C5	1D	-1	1822554	6829112.9	1822554	6829017.1	240	95.8	109.47	1	sppitch_2x	1D	120	-2	2	1	-1.5	107.97	1.37	1.5	0	35.5346	103.89	0	0	0
Site_R70_C1	1D	-1	1827054	6845672.8	1827054	6845577.2	320	95.6	106.65	1	sppitch_2x	1D	120	-2	2	1	-0.61	106.04	0.57	0.61	0	32.8873	103.12	0	0	0
Site_R70_C2	1D	-1	1827054	6841533.8	1827054	6841436.2	420	97.6	107.7	1	sppitch_2x	1D	120	-2	2	1	-0.89	106.81	0.83	0.89	0	34.5924	103.34	0	0	0
Site_R70_C3	1D	-1	1827054	6837296.9	1827054	6837393.1	520	96.2	106.89	1	sppitch_2x	1D	120	-2	2	1	-1.35	105.54	1.27	1.35	0	35.6463	101.9	0	0	0
Site_R70_C4	1D	-1	1827054	6833157	1827054	6833252.9	720	95.9	106.38	1	sppitch_2x	1D	120	-2	2	1	-1.3	105.08	1.23	1.3	0	35.6795	101.57	0	0	0
Site_R71_C1	1D	-1	1831554	6845554.8	1831554	6845695.2	251	140.4	165.96	1	sppitch_3x	1D	180	-2.808	2.808	1	-0.46	165.5	0.27	0.46	0	42.3166	157.52	0	0	0
Site_R71_C2	1D	-1	1831554	6841555.8	1831554	6841414.2	260	141.6	166.48	1	sppitch_3x	1D	180	-2.832	2.832	1	-0.99	165.49	0.6	0.99	0	40.3391	157.68	0	0	0
Site_R71_C3	1D	-1	1831554	6837273.5	1831554	6837416.5	270	143	167.33	1	sppitch_3x	1D	180	-2.86	2.86	1	-1.72	165.61	1.03	1.72	0	38.4281	157.74	0	0	0
Site_R71_C4	1D	-1	1831554	6833277.6	1831554	6833132.4	280	145.2	167.25	1	sppitch_3x	1D	180	-2.904	2.904	1	-1.38	165.87	0.82	1.38	0	38.8948	157.75	0	0	0
Site_R71_C6	1D	-1	1831554	6824852.2	1831554	6824997.8	330	145.6	164.77	1	sppitch_3x	1D	180	-2.912	2.912	1	1.36	166.13	0.83	1.36	0	45.9037	158.83	0	0	0
Site_R72_C1	1D	-1	1836040.65	6845698	1836040.65	6845552	380	146	164.63	1	sppitch_3x	1D	180	-2.92	2.92	1	0.6	165.23	0.37	0.6	0	41.6744	157.47	0	0	0
Site_R72_C2	1D	-1	1836050	6841632.25	1836050	6841337.65	480	147.3	166.36	1	sppitch_3x	1D	180	-2.946	2.946	1	-1.95	164.41	1.17	1.95	0	45.4584	156.34	0	0	0
Site_R72_C6	1D	-1	1836040.65	6824852	1836040.65	6824998	1380	146	163.95	1	sppitch_3x	1D	180	-2.92	2.92	1	-0.75	163.2	0.46	0.75	0	46.8024	155.19	0	0	0
Site_R51_C1	1D	-1	1741554	6845594.4	1741554	6845655.6	141	61.2	54.83	1	sppitch_p10	pw	70	-2	2	1	-2.08	52.75	3.8	2.33	0	22.3426	58.45	0	0	0.0838363
Site_R51_C2	1D	-1	1741554	6841516.3	1741554	6841453.7	145	62.6	51.79	1	sppitch_p10	1D	70	-2	2	1	1.61	53.4	3.1	1.61	0	21.4585	59.46	0	0	0
Site_R51_C3	1D	-1	1741554	6837312.9	1741554	6837377.1	150	64.2	52.56	1	sppitch_p10	1D	70	-2	2	1	1.2	53.76	2.29	1.2	0	20.2451	60.33	0	0	0
Site_R51_C4	1D	-1	1741554	6833237.9	1741554	6833172.1	155	65.8	53.74	1	sppitch_p10	1D	70	-2	2	1	0.74	54.48	1.38	0.74	0	19.2922	61.45	0	0	0
Site_R51_C5	1D	-1	1741554	6829098.5	1741554	6829031.5	160	67	52.73	0.5	sppitch_p10	pw	70	-2	2	1	1.8	54.53	3.41	1.07	0	18.4317	61.92	0	0	0
Site_R51_C6	1D	-1	1741554	6824959	1741554	6824891	165	68	63.25	0.2	sppitch_p10	1D	70	-2	2	1	-7.98	55.27	12.62	7.98	0	18.1	62.89	0	0	5.98124
Site_R52_C1	2D	-1	1746054	6845660	1746054	6845590.1	170	69.9	58.99	1	sppitch_p10	1D	70	-5	5	1	0.57	59.56	0.97	0.57	0	18.8742	66.75	0	0	0
Site_R52_C2	1D	-1	1746054	6841520.2	1746054	6841449.8	180	70.4	62.22	1	sppitch_p10	1D	70	-2	2	1	-1.49	60.73	2.4	1.49	0	19.0716	68	0	0	0
Site_R52_C3	1D	-1	1746054	6837309.9	1746054	6837380.1	190	70.2	60.32	1	sppitch_p10	1D	70	-2	2	1	0.27	60.59	0.45	0.27	0	22.1556	66.54	0	0	0
Site_R52_C4	1D	-1	1746054	6833170.4	1746054	6833239.6	200	69.2	60.85	1	sppitch_p10	1D	70	-2	2	1	-0.44	60.41	0.73	0.44	0	26.0628	64.94	0	0	0
Site_R53_C1	1D	-1	1750554	6845658.6	1750554	6845591.4	290	67.2	57.47	1	sppitch_p10	1D	70	-2	2	1	0.9	58.37	1.57	0.9	0	21.6742	64.06	0	0	0
Site_R53_C2	1D	-1	1750554	6841520.3	1750554	6841449.7	320	70.6	58.03	1	sppitch_p10	1D	70	-2	2	1	1.57	59.6	2.71	1.57	0	20.0467	65.95	0	0	0
Site_R53_C3	1D	-1	1750554	6837309.2	1750554	6837380.8	350	71.6	57.39	1	sppitch_p10	pw	70	-2	2	1	2.79	60.18	4.86	1.64	0	20.1051	66.62	0	0	0.789312
Site_R53_C4	1D	-1	1750554	6833238.2	1750554	6833171.8	400	66.4	56.47	1	sppitch_p10	1D	70	-2	2	1	0.92	57.39	1.64	0.92	0	23.9567	62.62	0	0	0
Site_R53_C5	1D	-1	1750554	6829098.3	1750554	6829031.7	420	66.6	57.15	1	sppitch_p10	1D	70	-2	2	1	0.77	57.92	1.35	0.77	0	25.7493	62.55	0	0	0
Site_R53_C6	1D	-1	1750554	6824892.5	1750554	6824957.5	450	65	57.3	1	sppitch_p10	1D	70	-2	2	1	0.01	57.31	0.02	0.01	0	29.5473	60.75	0	0	0
Site_R54_C1	1D	-1	1755054	6845657.9	1755054	6845592.1	520	65.8	55.87	1	sppitch_p10	1D	70	-2	2	1	1.4	57.27	2.51	1.4	0	24.2466	62.4	0	0	0
Site_R54_C2	1D	-1	1755054	6841517.8	1755054	6841452.2	570	65.6	55.18	1	sppitch_p10	pw	70	-2	2	1	1.65	56.83	2.99	0.94	0	25.245	61.73	0	0	0
Site_R54_C3	1D	-1	1755054	6837312.2	1755054	6837377.8	620	65.6	56.17	1	sppitch_p10	1D	70	-2	2	1	1.09	57.26	1.93	1.09	0	27.4271	61.46	0	0	0
Site_R54_C4	1D	-1	1755054	6833237.3	1755054	6833172.7	770	64.6	56.91	1	sppitch_p10	1D	70	-2	2	1	0.44	57.35	0.77	0.44	0	25.3035	62.17	0	0	0
Site_R54_C5	1D	-1	1755054	6829097.4	1755054	6829032.6	970	64.8	55.89	1	sppitch_p10	1D	70	-2	2	1	0.9	56.79	1.61	0.9	0	24.5198	61.87	0	0	0
Site_R54_C6	1D	-1	1755054	6824892.6	1755054	6824957.4	1270	64.8	56.04	1	sppitch_p10	pw	70	-2	2	1	1.02	57.06	1.81	1.08	0	24.78	62.04	0	0	0
Site_R55_C2	1D	-1	1759550	6841985	1759550	6840985	150	113	57.5	1	sppitch_p15	vrf	75	-2.26	2.26	1	0.8	58.3	1.39	0.8	0	21.6867	63.9	0	0	0
Site_R55_C3	1D	-1	1759550	6837845	1759550	6836845	155	117	52.65	1	sppitch_p15	vrf	75	-2.34	2.34	1	5.76	58.41	10.95	5.76	0	20.5185	64.59	0	0	3.76322
Site_R55_C4	1D	-1	1759550	6833705	1759550	6832705	160	114	56.27	1	sppitch_p15	vrf	75	-2.28	2.28	1	2.16	58.43	3.84	2.16	0	19.6302	65.11	0	0	0.162091
Site_R55_C5	1D	-1	1759550	6829565	1759550	6828565	165	109	58.63	1	sppitch_p15	vrf	75	-2.18	2.18	1	0.5	59.13	0.86	0.5	0	19.2498	66.05	0	0	0
Site_R56_C1	1D	-1	1764050	6846125	1764050	6845125	175	113	60.8	1	sppitch_p15	vrf	75	-2.26	2.26	1	0.47	61.27	0.77	0.47	0	19.3022	68.28	0	0	0
Site_R56_C2	1D	-1	1764050	6841985	1764050	6840985	185	113	62.84	1	sppitch_p15	vrf	75	-2.26	2.26	1	-1.95	60.89	3.1	1.95	0	20.1622	67.68	0	0	0
Site_R56_C3	1D	-1	1764050	6837845	1764050	6836845	195	117	61.89	1	sppitch_p15	vrf	75	-2.34	2.34	1	-1.1	60.79	1.77	1.1	0	24.1722	65.93	0	0	0
Site_R56_C4	1D	-1	1764050	6833705	1764050	6832705	205	114	60.46	1	sppitch_p15	vrf	75	-2.28	2.28	1	0.44	60.9	0.73	0.44	0	27.9396	64.78	0	0	0
Site_R56_C5	1D	-1	1764050	6829565	1764050	6828565	225	109	59.55	1	sppitch_p15	vrf	75	-2.18	2.18	1	-2.86	56.69	4.8	2.86	0	32.4212	59.42	0	0	0.857005
Site_R56_C6	1D	-1	1764050	6825425	1764050	6824425	255	105	56.5	1	sppitch_p15	vrf	75	-2.1	2.1	1	1.88	58.38	3.33	1.88	0	27.3136	62.26	0	0	0
Site_R57_C1	1D	-1	1768550	6846125	1768550	6845125	295	72.9	58.84	1	sppitch_p15	vrf	75	-2	2	1	0.4	59.24	0.68	0.4	0	21.4164	65	0	0	0
Site_R57_C2	1D	-1	1768550	6841985	1768550	6840985	325	72.9	59.34	1	sppitch_p15	vrf	75	-2	2	1	0.76	60.1	1.28	0.76	0	20.1661	66.42	0	0	0
Site_R57_C3	1D	-1	1768550	6837845	1768550	6836845	355	72.9	57.66	1	sppitch_p15	vrf	75	-2	2	1	0.31	57.97	0.54	0.31	0	27.5472	61.92	0	0	0
Site_R57_C4	1D	-1	1768550	6833705	1768550	6832705	405	70.9	56.82	1	sppitch_p15	vrf	75	-2	2	1	1.28	58.1	2.25	1.28	0	24.4073	63.13	0	0	0
Site_R57_C5	1D	-1	1768550	6829565	1768550	6828565	425	65.9	56.02	1	sppitch_p15	vrf	75	-2	2	1	2.08	58.1	3.71	2.08	0	26.1389	62.6	0	0	0.0778355
Site_R57_C6	1D	-1	1768550	6825425	1768550	6824425	455	61.9	57.88	1	sppitch_p15	vrf	75	-2	2	1	-0.02	57.86	0.04	0.02	0	29.2516	61.31	0	0	0
Site_R58_C1	1D	-1	1773050	6846125	1773050	6845125	525	72.9	56.16	1	sppitch_p15	vrf	75	-2	2	1	1.76	57.92	3.14	1.76	0	24.6164	62.88	0	0	0
Site_R58_C2	1D	-1	1773050	6841985	1773050	6840985	575	72.9	57.48	1	sppitch_p15	vrf	75	-2	2	1	-0.11	57.37	0.2	0.11	0	25.453	62.16	0	0	0
Site_R58_C3	1D	-1	1773050	6837845	1773050	6836845	625	72.9	56.61	1	sppitch_p15	vrf	75	-2	2	1	0.87	57.48	1.53	0.87	0	27.5603	61.62	0	0	0
Site_R58_C4	1D	-1	1773050	6833705	1773050	6832705	775	72.9	57.12	1	sppitch_p15	vrf	75	-2	2	1	0.8	57.92	1.41	0.8	0	25.2202	62.71	0	0	0
Site_R58_C5	1D	-1	1773050	6829565	1773050	6828565	975	72.9	56.38	1	sppitch_p15	vrf	75	-2	2	1	0.99	57.37	1.76	0.99	0	24.6318	62.38	0	0	0
Site_R58_C6	1D	-1	1773050	6825425	1773050	6824425	1275	72.9	57.37	1	sppitch_p15	vrf	75	-2	2	1	0.27	57.64	0.47	0.27	0	24.8788	62.55	0	0	0
Site_R59_C1	1D	-1	1777554	6845658.8	1777554	6845591.2	151	67.6	62.88	1	sppitch_p20	1D	80	-2	2	1	0.12	63	0.19	0.12	0	22.7064	67.66	0	0	0
Site_R59_C2	1D	-1	1777554	6841519.3	1777554	6841450.7	155	68.6	61.7	1	sppitch_p20	1D	80	-2	2	1	1.14	62.84	1.84	1.14	0	21.7067	68.02	0	0	0
Site_R59_C4	1D	-1	1777554	6833240.4	1777554	6833169.6	165	70.8	62.58	1	sppitch_p20	1D	80	-2	2	1	0.95	63.53	1.52	0.95	0	20.4648	69.47	0	0	0
Site_R59_C5	1D	-1	1777554	6829100.8	1777554	6829029.2	170	71.6	63.72	1	sppitch_p20	1D	80	-2	2	1	1.01	64.73	1.59	1.01	0	20.5383	70.69	0	0	0
Site_R59_C6	1D	-1	1777554	6824889	1777554	6824961	175	72	65.4	1	sppitch_p20	1D	80	-2	2	1	0.13	65.53	0.2	0.13	0	20.5483	71.58	0	0	0
Site_R60_C1	1D	-1	1782054	6845661.1	1782054	6845588.9	180	72.2	66.3	1	sppitch_p20	1D	80	-2	2	1	-0.51	65.79	0.76	0.51	0	20.5744	71.94	0	0	0
Site_R60_C2	1D	-1	1782054	6841521	1782054	6841449	190	72	66.24	1	sppitch_p20	1D	80	-2	2	1	-1.24	65	1.87	1.24	0	23.1375	70.16	0	0	0
Site_R60_C3	1D	-1	1782054	6837309.3	1782054	6837380.7	200	71.4	65.07	1	sppitch_p20	1D	80	-2	2	1	-0.11	64.96	0.16	0.11	0	27.0081	68.72	0	0	0
Site_R60_C4	1D	-1	1782054	6833240.2	1782054	6833169.8	210	70.4	64.92	1	sppitch_p20	1D	80	-2	2	1	0.46	65.38	0.71	0.46	0	30.1001	68.17	0	0	0
Site_R60_C5	1D	-1	1782054	6829097.1	1782054	6829032.9	230	64.2	64.03	0.5	sppitch_p20	1D	80	-2	2	1	-2.65	61.38	4.14	2.65	0	33.369	63.4	0	0	0.648034
Site_R61_C1	1D	-1	1786554	6845660.2	1786554	6845589.8	300	70.4	63.34	1	sppitch_p20	1D	80	-2	2	1	0.38	63.72	0.6	0.38	0	22.1633	68.85	0	0	0
Site_R61_C2	1D	-1	1786554	6841521.5	1786554	6841448.5	330	73	63.15	1	sppitch_p20	1D	80	-2	2	1	1.2	64.35	1.89	1.2	0	21.2047	69.92	0	0	0
Site_R61_C3	1D	-1	1786554	6837310.4	1786554	6837379.6	360	69.2	62.98	1	sppitch_p20	1D	80	-2	2	1	-0.04	62.94	0.07	0.04	0	28.6532	66.1	0	0	0
Site_R61_C4	1D	-1	1786554	6833170.4	1786554	6833239.6	410	69.2	61.09	1	sppitch_p20	1D	80	-2	2	1	1.86	62.95	3.05	1.86	0	25.3861	67.24	0	0	0
Site_R61_C5	1D	-1	1786554	6829099.6	1786554	6829030.4	430	69.2	61.22	1	sppitch_p20	1D	80	-2	2	1	1.39	62.61	2.28	1.39	0	26.9392	66.44	0	0	0
Site_R61_C6	1D	-1	1786554	6824890.9	1786554	6824959	460	68.1	62.41	1	sppitch_p20	1D	80	-2	2	1	0.25	62.66	0.41	0.25	0	29.9121	65.48	0	0	0
Site_R62_C1	1D	-1	1791054	6845590.8	1791054	6845659.2	530	68.4	60.72	1	sppitch_p20	1D	80	-2	2	1	1.68	62.4	2.77	1.68	0	25.4376	66.72	0	0	0
Site_R62_C2	1D	-1	1791054	6841519.2	1791054	6841450.8	580	68.4	61.38	1	sppitch_p20	1D	80	-2	2	1	0.7	62.08	1.13	0.7	0	26.3908	66.14	0	0	0
Site_R62_C3	1D	-1	1791054	6837310.8	1791054	6837379.2	630	68.4	61.93	1	sppitch_p20	1D	80	-2	2	1	0.27	62.2	0.43	0.27	0	28.3645	65.64	0	0	0
Site_R62_C4	1D	-1	1791054	6833171.3	1791054	6833238.7	780	67.4	61.16	1	sppitch_p20	1D	80	-2	2	1	1.5	62.66	2.46	1.5	0	25.8203	66.88	0	0	0
Site_R62_C5	1D	-1	1791054	6829098.8	1791054	6829031.2	980	67.6	62.95	1	sppitch_p20	1D	80	-2	2	1	-0.77	62.18	1.22	0.77	0	25.3062	66.59	0	0	0
Site_R63_C1	1D	-1	1795550	6846125	1795550	6845125	161	67.5	71.93	1	sppitch_p30	vrf	90	-2	2	1	0.96	72.89	1.33	0.96	0	23.034	76.37	0	0	0
Site_R63_C2	1D	-1	1795550	6841985	1795550	6840985	165	63	70.74	1	sppitch_p30	vrf	90	-2	2	1	2.1	72.84	2.97	2.1	0	22.7491	76.65	0	0	0.0993229
Site_R63_C3	1D	-1	1795550	6837845	1795550	6836845	170	63	72.95	1	sppitch_p30	vrf	90	-2	2	1	0.33	73.28	0.45	0.33	0	22.7433	77.26	0	0	0
Site_R63_C4	1D	-1	1795550	6833705	1795550	6832705	175	63	73.7	1	sppitch_p30	vrf	90	-2	2	1	0.45	74.15	0.61	0.45	0	22.8636	78.19	0	0	0
Site_R63_C5	1D	-1	1795550	6829565	1795550	6828565	180	63	75.08	1	sppitch_p30	vrf	90	-2	2	1	-0.55	74.53	0.74	0.55	0	23.0359	78.65	0	0	0
Site_R63_C6	1D	-1	1795550	6825425	1795550	6824425	185	63	73.9	1	sppitch_p30	vrf	90	-2	2	1	0.31	74.21	0.42	0.31	0	23.6181	78.2	0	0	0
Site_R64_C1	1D	-1	1800050	6846125	1800050	6845125	190	72.9	75.27	1	sppitch_p30	vrf	90	-2	2	1	-1.37	73.9	1.82	1.37	0	24.9039	77.41	0	0	0
Site_R64_C2	1D	-1	1800050	6841985	1800050	6840985	200	72.9	74.53	1	sppitch_p30	vrf	90	-2	2	1	-1.17	73.36	1.57	1.17	0	28.183	75.76	0	0	0
Site_R64_C3	1D	-1	1800050	6837845	1800050	6836845	210	72.9	74.68	1	sppitch_p30	vrf	90	-2	2	1	-1.24	73.44	1.66	1.24	0	31.4268	74.9	0	0	0
Site_R64_C4	1D	-1	1800050	6833705	1800050	6832705	220	65.9	75.16	1	sppitch_p30	vrf	90	-2	2	1	-1.21	73.95	1.61	1.21	0	32.2052	75.18	0	0	0
Site_R64_C5	1D	-1	1800050	6829565	1800050	6828565	240	60.9	75.33	1	sppitch_p30	vrf	90	-2	2	1	-0.89	74.44	1.18	0.89	0	31.4607	75.79	0	0	0
Site_R64_C6	1D	-1	1800050	6825425	1800050	6824425	270	59.9	73.74	1	sppitch_p30	vrf	90	-2	2	1	0.54	74.28	0.73	0.54	0	28.4238	76.45	0	0	0
Site_R65_C1	1D	-1	1804550	6846125	1804550	6845125	310	63	73.56	1	sppitch_p30	vrf	90	-2	2	1	-0.58	72.98	0.79	0.58	0	28.3677	75.25	0	0	0
Site_R65_C2	1D	-1	1804550	6841985	1804550	6840985	340	63	73.25	1	sppitch_p30	vrf	90	-2	2	1	-0.16	73.09	0.22	0.16	0	27.4662	75.78	0	0	0
Site_R65_C3	1D	-1	1804550	6837845	1804550	6836845	370	63	73.85	1	sppitch_p30	vrf	90	-2	2	1	-0.13	73.72	0.18	0.13	0	27.6426	76.4	0	0	0
Site_R65_C4	1D	-1	1804550	6833705	1804550	6832705	420	63	74.9	1	sppitch_p30	vrf	90	-2	2	1	-1.46	73.44	1.96	1.46	0	30.3436	75.25	0	0	0
Site_R65_C5	1D	-1	1804550	6829565	1804550	6828565	440	63	74.83	1	sppitch_p30	vrf	90	-2	2	1	-1.7	73.13	2.27	1.7	0	30.0666	75.09	0	0	0
Site_R65_C6	1D	-1	1804550	6825425	1804550	6824425	470	63	73.06	1	sppitch_p30	vrf	90	-2	2	1	-0.06	73	0.08	0.06	0	29.6115	75.15	0	0	0
Site_R66_C1	1D	-1	1809050	6846125	1809050	6845125	540	153	72.69	1	sppitch_p30	vrf	90	-3.06	3.06	1	-0.28	72.41	0.38	0.28	0	30.5664	74.33	0	0	0
Site_R66_C2	1D	-1	1809050	6841985	1809050	6840985	590	170	72.62	1	sppitch_p30	vrf	90	-3.4	3.4	1	-0.64	71.98	0.89	0.64	0	30.1775	74.05	0	0	0
Site_R66_C3	1D	-1	1809050	6837845	1809050	6836845	640	206	72.26	1	sppitch_p30	vrf	90	-4.12	4.12	1	-0.25	72.01	0.35	0.25	0	30.0017	74.14	0	0	0
Site_R66_C4	1D	-1	1809050	6833705	1809050	6832705	790	242	72.89	1	sppitch_p30	vrf	90	-4.84	4.84	1	-0.81	72.08	1.11	0.81	0	29.9918	74.2	0	0	0
Site_R66_C5	1D	-1	1809050	6829565	1809050	6828565	990	278	72.42	1	sppitch_p30	vrf	90	-5.56	5.56	1	-0.78	71.64	1.08	0.78	0	29.5697	73.93	0	0	0
